cmcs2 cmcs14 cmcs7 cmcs6a cmcs3a
qhu059 6 0 139 197 173 164 205
qhu060 6 0 139 197 173 164 205
qhu061 6 0 139 197 173 164 205
qhu062 6 0 139 197 173 164 203
qhu063 7 0 139 197 173 164 205
qhu064 7 0 139 197 171 164 205
qhu065 7 0 139 197 173 164 205
qhu066 7 0 139 197 173 164 205
qhu067 7 0 139 197 173 164 205
qhu068 7 0 139 197 173 164 205
qhu069 7 0 139 197 173 164 205
qhu070 7 0 139 197 173 164 205
qhu071 8 0 139 197 173 164 205
qhu072 8 0 139 197 173 164 205
qhu073 8 0 139 195 173 164 205
qhu074 8 0 139 197 161 164 205
qhu075 8 0 139 197 173 164 205
qhu076 8 0 139 197 173 164 205
qhu077 8 0 139 193 173 164 205
qhu078 8 0 139 195 173 164 205
qhu079 8 0 139 197 173 164 205
qhu080 8 0 139 197 173 164 205
qhu081 9 0 139 197 173 164 205
qhu082 9 0 139 197 169 164 205
qhu083 9 0 139 197 173 164 205
qhu084 9 0 139 197 173 164 205
qhu085 9 0 139 197 173 164 205
qhu086 9 0 139 197 173 164 205
qhu087 9 0 139 197 173 164 205
qhu088 9 0 139 197 173 164 205
qhu089 9 0 139 197 173 164 205
qhu090 9 0 139 197 173 164 205
qhu091 9 0 139 197 173 164 205
qhu092 9 0 139 197 173 164 205
qhu093 9 0 139 197 173 164 205
qhu094 10 0 139 197 173 164 205
qhu095 10 0 139 197 173 164 205
qhu096 10 0 139 197 173 164 205
qhu097 10 0 139 197 173 164 205
qhu098 10 0 139 197 173 164 205
qhu099 10 0 139 197 173 164 205
qhu100 10 0 139 197 173 164 205
qhu101 10 0 139 197 173 164 205
qhu102 11 0 139 197 173 164 205
qhu103 11 0 139 197 173 164 205
qhu104 11 0 139 197 173 164 205
qhu105 11 0 139 197 173 164 205
qhu106 11 0 139 197 173 164 205
qhu107 11 0 139 197 173 164 205
qhu108 11 0 139 197 173 164 205
qhu109 11 0 139 197 173 164 205
qhu110 11 0 145 203 177 164 205
qhu111 11 0 141 199 177 166 207
qhu112 11 0 141 199 177 166 207
qhu113 12 0 139 197 173 164 205
qhu114 12 0 139 197 173 164 205
qhu115 12 0 139 197 173 164 205
qhu116 12 0 139 197 161 164 205
qhu117 12 0 139 197 173 164 205
qhu118 12 0 139 195 173 164 205
qhu119 12 0 139 197 173 164 205
qhu120 12 0 139 197 173 164 205
qhu121 12 0 139 195 173 164 205
qhu122 12 0 139 195 173 164 205
qhu123 13 0 139 197 173 164 205
qhu124 13 0 139 197 173 164 205
qhu125 13 0 139 197 173 164 205
qhu126 13 0 139 197 173 164 205
qhu127 13 0 139 197 173 164 205
qhu128 13 0 139 197 173 164 205
qhu129 13 0 139 197 173 164 205
qhu130 13 0 139 197 173 164 205
qhu131 13 0 139 197 173 164 205
qhu132 13 0 139 197 173 164 205
qhu133 13 0 145 197 167 164 205
qhu134 14 0 143 201 175 164 211
qhu135 14 0 139 201 173 164 205
qhu136 14 0 139 197 173 164 205
qhu137 14 0 139 197 173 164 205
qhu138 14 0 141 199 177 166 207
qhu139 14 0 141 199 177 166 207
qhu140 14 0 141 199 177 166 207
qhu141 14 0 147 199 177 166 207
qhu142 14 0 141 199 177 166 207
qhu143 14 0 141 199 177 166 207
qhu144 14 0 141 199 177 166 207
qhu145 14 0 147 199 177 166 207
qhu146 14 0 143 201 175 164 211
qhu147 15 0 139 197 173 164 205
qhu148 15 0 139 197 173 164 205
qhu149 15 0 139 197 173 164 205
qhu150 15 0 139 197 173 164 205
qhu151 15 0 139 197 173 164 205
qhu152 15 0 139 197 173 164 205
qhu153 15 0 139 197 173 164 205
qhu154 15 0 139 197 173 164 205
qhu155 15 0 139 197 173 164 205
qhu156 16 0 139 197 173 164 205
qhu157 16 0 139 197 173 164 205
qhu158 16 0 139 197 161 164 205
qhu159 16 0 139 197 173 164 205
qhu160 16 0 139 197 173 164 205
qhu161 16 0 139 197 173 164 205
qhu162 16 0 139 197 163 164 205
qhu163 16 0 139 197 173 164 205
qhu164 16 0 139 197 161 164 205
qhu165 16 0 139 197 173 164 205
qhu166 16 0 139 197 173 164 205
qhu167 17 0 139 197 161 164 205
qhu168 17 0 139 197 173 164 205
qhu169 17 0 139 197 161 164 205
qhu170 17 0 139 197 173 164 205
qhu171 17 0 139 197 173 164 205
qhu172 17 0 139 197 173 164 205
qhu173 17 0 139 197 173 164 205
qhu174 17 0 139 197 173 164 205
qhu175 17 0 139 197 173 164 205
qhu176 17 0 139 197 173 164 205
qhu177 18 0 139 197 173 164 205
qhu178 18 0 139 195 173 164 205
qhu179 18 0 139 197 173 164 205
qhu180 18 0 139 197 173 164 205
qhu181 18 0 139 197 173 164 205
qhu182 18 0 139 197 173 164 205
qhu183 18 0 139 197 173 164 203
qhu184 18 0 139 197 173 164 205
qhu185 18 0 139 197 173 164 203
qhu186 18 0 139 197 173 164 205
qhu187 18 0 139 197 173 164 205
qhu188 18 0 139 197 173 164 205
qhu189 19 0 139 197 173 164 205
qhu190 19 0 139 197 173 164 203
qhu191 19 0 139 199 173 164 205
qhu192 19 0 139 197 173 164 205
qhu193 19 0 139 199 173 164 205
qhu194 19 0 139 197 173 164 205
qhu195 19 0 139 199 173 164 205
qhu196 19 0 139 197 173 164 205
qhu197 19 0 139 197 173 164 205
qhu198 19 0 139 197 173 164 205
qhu199 20 0 139 197 173 164 205
qhu200 20 0 143 197 175 164 211
qhu201 20 0 139 197 173 164 205
qhu202 20 0 139 197 173 164 205
qhu203 20 0 139 197 173 164 205
qhu204 20 0 139 197 173 164 203
qhu205 20 0 139 201 173 164 203
qhu206 20 0 139 197 173 164 205
qhu207 20 0 139 197 173 164 203
qhu208 20 0 139 197 173 164 205
qhu209 20 0 139 197 173 164 205
qhu210 21 0 139 197 173 164 205
qhu211 21 0 139 197 173 164 205
qhu212 21 0 139 197 173 164 203
qhu213 21 0 139 197 173 164 205
qhu214 21 0 139 197 171 164 205
qhu215 21 0 139 197 173 164 205
qhu216 22 0 139 197 173 164 205
qhu217 22 0 139 197 173 164 205
qhu218 22 0 139 197 173 164 205
qhu219 22 0 139 197 173 164 205
qhu220 22 0 139 197 173 164 205
qhu221 22 0 139 197 173 164 205
qhu222 22 0 139 197 173 164 205
qhu223 22 0 139 197 173 164 205
qhu224 22 0 139 197 173 164 203
qhu225 22 0 139 197 173 164 205
qhu226 22 0 139 197 173 164 203
